SMILE,IP,EA,HomoLumoGap
C(N(C=O)N)O,0.350711298,-0.109975166,-0.460686464
C(C=O)C(C#N)C#N,0.389717792,-0.029022052,-0.418739844
C=CON,0.320310334,-0.13926015,-0.459570484
C(#N)OOOC#N,0.435882165,0.057393809,-0.378488356
CC(O)OC=O,0.383086915,-0.094370045,-0.47745696
C(C#N)NN=O,0.362456109,-0.034395656,-0.396851765
CN=C=N,0.360069894,-0.123926835,-0.483996729
C=NNN,0.33135531,-0.107385583,-0.438740893
CC(=O)OC(=O)C=O,0.373715064,0.010086846,-0.363628218
C(N=C=O)N=[N+]=[N-],0.367592335,-0.042074356,-0.409666691
C(=O)C(=O)OO,0.396144687,0.015822995,-0.380321692
C(=O)(N)[N+](=[N-])C(=O)N,0.300645952,-0.007689891,-0.308335843
C(NC(=O)O)[N+](=O)[O-],0.371952207,-0.034983119,-0.406935326
[N-]=[N+]=NON=[N+]=[N-],0.373518871,0.020541832,-0.352977039
C(=NC(=N)N)=O,0.343132379,-0.080523538,-0.423655917
C(C=N)N=N,0.320973101,-0.04524865,-0.366221751
COC(=C)N,0.286069019,-0.14761267,-0.433681689
CCC(=O)N=[N+]=[N-],0.370558234,-0.037355818,-0.407914052
CCC(=[N+]=[N-])O,0.288562132,-0.045150328,-0.33371246
C(C=[N+]=[N-])C#N,0.331419899,-0.026155272,-0.357575171
CC(=[N+]=[N-])O,0.292718402,-0.047367028,-0.34008543
OOOOOO,0.401313235,-0.066987216,-0.468300451
C=CC(=O)O[N+]#[C-],0.396472351,0.002240609,-0.394231742
C(N[N+](=O)[O-])N=[N+]=[N-],0.368598372,-0.020636696,-0.389235068
C(C=C(C#N)C#N)C#N,0.394697758,0.038875084,-0.355822674
C(=O)(NN=[N+]=[N-])N=[N+]=[N-],0.326115789,-0.013399186,-0.339514975
C(=O)(N)NC(=O)OO,0.371634382,-0.070521285,-0.442155667
C=NC(=O)O,0.369384161,-0.034937572,-0.404321733
C(=O)(N(N)N)O,0.349813581,-0.134807046,-0.484620627
C(C#CCC#N)C#N,0.379831423,-0.063138602,-0.442970025
CC#CC(=O)C#C,0.347874034,-0.001126933,-0.349000967
CC(C=[N+]=[N-])O,0.309815594,-0.046488774,-0.356304368
C(C=O)N=C=O,0.372799646,-0.053697935,-0.426497581
CC(C=O)N=C=O,0.363123304,-0.048281002,-0.411404306
C(=O)C(=O)C(=O)N,0.341796932,0.033439351,-0.308357581
C=CC(=O)NC=O,0.351060851,-0.008890215,-0.359951066
C#CC(=O)CC=O,0.349062572,-0.006238484,-0.355301056
C(=O)N=[N+]=[N-],0.404367442,-0.027922131,-0.432289573
C=C(C(=O)O)N=C=O,0.343786648,-0.018498971,-0.362285619
C=CO[N+](=O)[O-],0.363567321,-0.019285458,-0.382852779
C(=N)(N=O)N=O,0.339324821,0.059114099,-0.280210722
[C-]#[N+]CCC(=O)O,0.38076695,-0.07885568,-0.45962263
CC(=O)ON=C=O,0.37049506,-0.055977023,-0.426472083
CC(=O)C#CC=O,0.362309534,0.003084941,-0.359224593
C(C(C#N)C#N)O,0.40500358,-0.065579871,-0.470583451
C(=C=N)[N+](=O)[O-],0.374768809,-0.01120135,-0.385970159
COC(=O)C=C=N,0.340897153,-0.056672976,-0.397570129
C#CN(C(=O)O)C(=O)O,0.354253648,-0.057038489,-0.411292137
C(=O)C#CC(=O)O,0.378731481,-0.000688604,-0.379420085
CC(=O)OC(=O)N,0.376589191,-0.065132147,-0.441721338
COC(=O)C=N,0.375249702,-0.024556192,-0.399805894
C=C(CC=O)C#N,0.350239325,-0.014695859,-0.364935184
C#CCC(=O)N,0.353259718,-0.110532256,-0.463791974
C#CCCN=C=O,0.351199487,-0.097265353,-0.44846484
C(=O)(C(=O)N)C(=O)N,0.340645193,0.014778151,-0.325867042
C([N+](=O)[O-])O,0.401077135,-0.029996784,-0.431073919
CC#CNO,0.306828989,-0.107474561,-0.41430355
C(=O)(NN=O)N=[N+]=[N-],0.36866446,0.011678093,-0.356986367
C(=NC(=O)NC(=O)O)=O,0.401831734,-0.017708295,-0.419540029
C#CN=[N+]=[N-],0.345384947,-0.042440517,-0.387825464
C(CO)C=[N+]=[N-],0.308592252,-0.04458161,-0.353173862
CN(N)N=N,0.324162968,-0.101543429,-0.425706397
CN=NN,0.338067714,-0.088169354,-0.426237068
C(#N)N=N,0.412386596,0.026920297,-0.385466299
C=C=NCO,0.323825045,-0.092631062,-0.416456107
C(=O)N(C#N)C#N,0.407240392,-0.018385257,-0.425625649
C(C(=O)N)O[N+](=O)[O-],0.36707742,-0.028460034,-0.395537454
C=C(N=C=O)N=C=O,0.330570307,-0.041808168,-0.372378475
C(=O)C(=O)NC(=O)O,0.382747769,0.032874464,-0.349873305
C(C(=O)N)N=O,0.338122228,0.005928703,-0.332193525
C(=O)(C(=O)O)N=[N+]=[N-],0.383825539,0.018430512,-0.365395027
C(#N)C(=O)C(=O)O,0.402340774,0.045695105,-0.356645669
COC(=O)C(=O)C#N,0.390325234,0.041801881,-0.348523353
C(C#N)C(=O)N=C=O,0.392631582,-0.015367017,-0.407998599
C(#N)C(=O)N=C=O,0.421789827,0.025450582,-0.396339245
C(C=C=O)N,0.315967488,-0.061144624,-0.377112112
C(C(C#N)O)N,0.369219027,-0.103681798,-0.472900825
C(=O)C(C=O)N=O,0.346760819,0.030152859,-0.31660796
C(=N)(N=N)N=N,0.348561572,0.034047218,-0.314514354
C(=O)C(O)(O)O,0.377457428,-0.055894778,-0.433352206
C=C(CO)O,0.325883788,-0.127756115,-0.453639903
C#CO[N+](=O)[O-],0.359064738,-0.000687635,-0.359752373
C(#N)C(=N)C(=O)N,0.373928281,0.017347743,-0.356580538
C(=O)(N(O)O)N(O)O,0.357516408,-0.051511394,-0.409027802
CC#CNC#N,0.321455578,-0.088242266,-0.409697844
C(=O)C(=O)OC(=O)C=O,0.380830699,0.037219926,-0.343610773
C(#N)N(N)N,0.359150669,-0.11343548,-0.472586149
CC(=O)C(=N)C#N,0.383913644,0.029359871,-0.354553773
C(#N)N=C(N)N[N+](=O)[O-],0.351147105,0.014062509,-0.337084596
C(#N)NNC(=O)O,0.375406425,-0.091576403,-0.466982828
C(=N)(N=N)N=O,0.356927785,0.061052074,-0.295875711
CN(C(=O)O)[N+](=O)[O-],0.403052806,-5.6201E-05,-0.403109007
C(CN=[N+]=[N-])N=C=O,0.346239599,-0.053651842,-0.399891441
C(=O)N(N)N,0.343167403,-0.109114176,-0.452281579
C(C#N)C(=N)C#N,0.411755097,0.007666106,-0.404088991
C(#N)OC(=O)C(=O)O,0.407368559,0.02421433,-0.383154229
C(=O)(NO)OO,0.375607444,-0.081062451,-0.456669895
C(=O)(C(O)(O)O)OO,0.385200557,-0.068669028,-0.453869585
C=N[N+](=O)[O-],0.409999289,-0.029296848,-0.439296137
CC#CON,0.315661707,-0.106432529,-0.422094236
C(=O)(C(=O)N(O)O)N,0.318450213,-0.030970166,-0.349420379
CCOOC=O,0.376327917,-0.081802276,-0.458130193
C=C(C(=C)O)O,0.297592207,-0.073995473,-0.37158768
C(=O)(N)N=N,0.354512455,-0.022064706,-0.376577161
CC(=O)C(=O)O[N+](=O)[O-],0.367759643,0.017234446,-0.350525197
C#CC(=O)O[N+](=O)[O-],0.400577332,0.002399498,-0.398177834
C#CC(=O)ON,0.367185833,-0.035965316,-0.403151149
C(=O)N(C=O)N,0.364935027,-0.043413499,-0.408348526
C#CCNC#N,0.351839786,-0.090790671,-0.442630457
CC#COO,0.330203005,-0.045725825,-0.37592883
C(=N)N=C=O,0.39168824,-0.052142526,-0.443830766
C(=O)NC(=O)NN,0.359771183,-0.063494508,-0.423265691
C(=[N+]=[N-])C(C=[N+]=[N-])C#N,0.307655613,0.002952279,-0.304703334
C(=O)(N)NNN,0.340757447,-0.132149027,-0.472906474
[N-]=[N+]=NN[N+](=O)[O-],0.376882771,-0.003928711,-0.380811482
C(=O)(N(O)O)O,0.371411773,-0.081387099,-0.452798872
C(C#N)C(O)O,0.393199564,-0.10522639,-0.498425954
C#CC#CC=O,0.358807254,0.011218216,-0.347589038
C(#N)N(N=N)[N+](=O)[O-],0.417330745,0.027933837,-0.389396908
C(O)O[N+](=O)[O-],0.419695595,-0.030844254,-0.450539849
C(=O)NOC(=O)N,0.354064612,-0.083294505,-0.437359117
C(=O)(O)ONN,0.380558391,-0.100439291,-0.480997682
C(=O)NC(O)O,0.365682628,-0.092901094,-0.458583722
C(=O)(C(=O)O)[N+](=O)[O-],0.395040751,0.038728515,-0.356312236
[C-]#[N+]C(C(O)O)O,0.382052382,-0.092524742,-0.474577124
C=CC(=O)NC#N,0.375887293,-0.012646604,-0.388533897
NN(O)O,0.367146972,-0.140369985,-0.507516957
C(#N)C(=O)NC#N,0.412905717,0.012554831,-0.400350886
C(=O)N=O,0.369795842,0.036284855,-0.333510987
C#CON,0.342673776,-0.103183121,-0.445856897
C(=O)(ON=O)ON=O,0.388003432,0.048471825,-0.339531607
[N-]=[N+]=NO[N+](=O)[O-],0.390076449,0.005693216,-0.384383233
C(O)(O)OC(=O)O,0.403619232,-0.111305411,-0.514924643
C(#C[N+](=O)[O-])[N+](=O)[O-],0.422515542,0.054832868,-0.367682674
C(=O)OOC(=O)N,0.383596385,-0.072384668,-0.455981053
C(=O)(N=[N+]=[N-])OO,0.397016218,-0.02345807,-0.420474288
CC=C=CC#C,0.314537371,-0.059909884,-0.374447255
C=C=NC(=O)N,0.323007286,-0.045214145,-0.368221431
C(=O)(N)NN=[N+]=[N-],0.334060217,-0.044997373,-0.37905759
C(C(=O)O)(N)N=O,0.312943296,-0.107583232,-0.420526528
C(C(=O)O)NN=O,0.342274637,-0.052021458,-0.394296095
C=C(C=O)C#N,0.385015707,0.021204049,-0.363811658
[C-]#[N+]OC(=O)O,0.43390603,-0.080065381,-0.513971411
C(COC#N)O,0.377713458,-0.112964841,-0.490678299
C(N=[N+]=[N-])O,0.365651865,-0.069402774,-0.435054639
C#CNN,0.316481124,-0.126828907,-0.443310031
C(=O)OOOC(=O)O,0.409480471,-0.017683646,-0.427164117
COOCC#N,0.371867669,-0.080917638,-0.452785307
C(N)ON,0.336941036,-0.149614947,-0.486555983
C([N+](=O)[O-])ON,0.374461722,-0.039255781,-0.413717503
CC(=N)CO,0.360623288,-0.086407332,-0.44703062
COOCO,0.355838507,-0.120858548,-0.476697055
C(=[N+]=[N-])C=O,0.350827387,-0.014030145,-0.364857532
C(#CC#CO)C#CO,0.287643044,-0.051163702,-0.338806746
C(=O)C#CC#CC#CO,0.312990764,0.019109186,-0.293881578
CC#CC#CC#CO,0.285439841,-0.038353728,-0.323793569
[C-]#[N+]C(C#N)(C#N)[N+]#[C-],0.442768206,0.005016822,-0.437751384
[C-]#[N+]C(=C=N)C#N,0.356725261,-0.002654999,-0.35938026
CC#CC#CO,0.301451806,-0.082975861,-0.384427667
C=C=C=C=C=C=C,0.294464579,0.0070014,-0.287463179
CC#CC#CON,0.291790463,-0.05841896,-0.350209423
C(C(=O)O)NOO,0.362251087,-0.084070275,-0.446321362
C=NNC#N,0.353046143,-0.062861036,-0.415907179
C=C(C(=O)O)OO,0.332864458,-0.046658095,-0.379522553
C(C#CC(=O)O)OO,0.365212199,-0.035959986,-0.401172185
C#CC(=O)C[N+](=O)[O-],0.375377355,0.008294793,-0.367082562
C#CC(=O)CC#N,0.378517851,-0.001075485,-0.379593336
C(=N)N=NC=N,0.337343663,0.012406834,-0.324936829
C#CC#CC#CO,0.301351886,-0.032187382,-0.333539268
CN(C#C)C#C,0.28789526,-0.105055123,-0.392950383
C(=O)(C(=O)OC(=O)O)O,0.401138079,0.018121273,-0.383016806
C(NC=O)N=C=O,0.360134713,-0.082491594,-0.442626307
CNN=C(C#N)C#N,0.336230322,0.00752657,-0.328703752
C(C#N)N=CN,0.348368867,-0.092493163,-0.44086203
C#CC=C=N,0.308615308,-0.069506579,-0.378121887
CNOC#C,0.333683447,-0.103069325,-0.436752772
CN[N+]#[C-],0.358723389,-0.119722777,-0.478446166
CC(C#C)C#C,0.343876204,-0.109944704,-0.453820908
C(C(=O)C=O)N=C=O,0.360474566,0.028502616,-0.33197195
[C-]#[N+]CC(=O)C=O,0.369997474,0.029213156,-0.340784318
C#CONN,0.326574268,-0.009514873,-0.336089141
C=CN(C=O)C=O,0.346455516,-0.036853111,-0.383308627
C=C(C(=O)N)OO,0.33310047,-0.056718701,-0.389819171
C=C(C#N)C(=O)C=O,0.361910393,0.051379133,-0.31053126
C(=O)OOO,0.414016698,-0.060592707,-0.474609405
[C-]#[N+]CC(=O)N,0.382542414,-0.090901188,-0.473443602
COC(=C)OO,0.318686164,-0.103363375,-0.422049539
[C-]#[N+]CC(C=O)C#N,0.385373724,-0.017665522,-0.403039246
CNC(=O)N=C,0.340399706,-0.04333251,-0.383732216
C#COO,0.349747791,-0.039754491,-0.389502282
[C-]#[N+]N,0.388042769,-0.124557609,-0.512600378
C(COO)OO,0.348737766,-0.101154448,-0.449892214
CC(=C)[N+]#[C-],0.35759257,-0.052218382,-0.409810952
C(=O)NNO,0.354863111,-0.096884428,-0.451747539
C(=C(O)O)C(=O)O,0.328042634,-0.069046971,-0.397089605
C(=O)C(=O)NNO,0.345934254,-0.000744826,-0.34667908
CNC#COO,0.29788823,-0.012747087,-0.310635317
C#CN=C=O,0.360658257,-0.079252523,-0.43991078
CCOC(=O)[N+]#[C-],0.403201945,-0.033017289,-0.436219234
C#CC#CC#COO,0.300145662,0.03005673,-0.270088932
C(N)NN,0.327478556,-0.147066421,-0.474544977
C=COOO,0.340439497,-0.090311331,-0.430750828
N(NN=O)N=O,0.358027952,-0.006230619,-0.364258571
OOOOOOO,0.398177263,-0.054839012,-0.453016275
OOOOOOOO,0.39341425,-0.044583992,-0.437998242
C(=NN)N,0.290016377,-0.12846513,-0.418481507
C#CC#CC#COC=O,0.310879547,-0.006126958,-0.317006505
C(C(=O)N)(O)O,0.362934568,-0.096396849,-0.459331417
C(N)N=[N+]=[N-],0.342989817,-0.071770996,-0.414760813
[C-]#[N+]CNC[N+]#[C-],0.362983993,-0.082214147,-0.44519814
C(O)ON=C=O,0.376421008,-0.050534483,-0.426955491
CC=CC=N,0.339037445,-0.046485212,-0.385522657
CC=CN=N,0.332012142,-0.024466152,-0.356478294
CC=CN=C,0.321223696,-0.051754172,-0.372977868
CC(=C)N=N,0.339269091,-0.031707614,-0.370976705
C(N)N=O,0.328009691,-0.032483699,-0.36049339
N(OO)OO,0.391402962,-0.052057932,-0.443460894
COC[N+]#[C-],0.382104315,-0.108610382,-0.490714697
C(#CC(=O)O)C#CO,0.332644318,-0.022574685,-0.355219003
N=NOO,0.407330491,-0.06366979,-0.471000281
N=NOOO,0.389168172,-0.038491983,-0.427660155
C#COOC=O,0.361365244,0.01796812,-0.343397124
C=C([N+]#[C-])[N+](=O)[O-],0.409444925,0.030466104,-0.378978821
[C-]#[N+]COC(=O)O,0.399091937,-0.08290667,-0.481998607
[C-]#[N+]NC#N,0.384686746,-0.061843522,-0.446530268
[C-]#[N+]N=C(N)N,0.327470369,-0.081361098,-0.408831467
CC#COC=C,0.30871537,-0.100905861,-0.409621231
C(N)N=N,0.331316037,-0.073259969,-0.404576006
C#COOCN=[N+]=[N-],0.340815435,-0.00138678,-0.342202215
C(C=N)C(=O)O,0.349783737,-0.079806771,-0.429590508
N(=O)OOON=O,0.37928619,0.028929717,-0.350356473
CC(=[O+][O-])C,0.311579146,-0.039329958,-0.350909104
CN=NC=N,0.327024382,-0.033899634,-0.360924016
CC#CC#CC#C,0.307919083,-0.028430573,-0.336349656
C#CC#CC#CC#N,0.340454632,0.030994984,-0.309459648
C#CC#CC#CN=N,0.314960565,0.045941847,-0.269018718
CN=CCO,0.354392089,-0.085378934,-0.439771023
C#CC#CC#C[N+]#[C-],0.329158601,0.019258371,-0.30990023
C=NNC(=O)C(=O)O,0.353983062,-0.001168464,-0.355151526
C=NNC=O,0.34937778,-0.058077407,-0.407455187
CC(N)N=N,0.319847061,-0.081330299,-0.40117736
C(=C(O)O)C(=O)N,0.309413604,-0.085468614,-0.394882218
C(C=O)N=N,0.332869496,-0.02762066,-0.360490156
C(C(=N)N)N=N,0.324324642,-0.043621357,-0.367945999
C(=O)(NN)OC(=O)O,0.387744315,-0.076823572,-0.464567887
C(C(=O)N)N=N,0.339835131,-0.038877815,-0.378712946
CC(NN=O)O,0.338948823,-0.058085293,-0.397034116
CC#COC(=O)C#C,0.337014185,-0.017106179,-0.354120364
C(=NN(C(=O)N)N)=O,0.318919539,-0.081424069,-0.400343608
C=NC(=O)NN,0.349011023,-0.037562604,-0.386573627
C(=O)(NN)N=N,0.348720702,-0.014926999,-0.363647701
C=C=CC(=O)N=C,0.329773129,-0.010550492,-0.340323621
C(C(=O)NO)O,0.330544969,-0.113840907,-0.444385876
C=NN=N,0.35522632,-0.020777675,-0.376003995
C(=N)=NC(=O)N,0.352064483,-0.067897559,-0.419962042
C(C(=O)O)N=N,0.3346266,-0.047081898,-0.381708498
C(=C(C#N)C#N)[N+](=O)[O-],0.424760378,0.087424394,-0.337335984
C(C#CO)N,0.316629803,-0.12422029,-0.440850093
C(O)OOC=O,0.388695837,-0.078427578,-0.467123415
C=CC(=O)CC#N,0.361699865,-0.003154549,-0.364854414
C(C#N)C(C#N)O,0.415027546,-0.063962447,-0.478989993
C(=O)NNC(=O)O,0.333069632,-0.090508807,-0.423578439
C=CCOC#N,0.369247995,-0.085242333,-0.454490328
NN=[N+]=[N-],0.369630739,-0.055941381,-0.42557212
C=CC(=O)C#C,0.355239533,-0.003526571,-0.358766104
COC(=O)C(=O)OC#N,0.396177222,0.020668336,-0.375508886
C(=O)C(=O)N(N)N,0.310100314,-0.003544316,-0.31364463
C(O)OC(=O)C(=O)O,0.372440583,-0.016734261,-0.389174844
C=C(CO)[N+]#[C-],0.359831222,-0.047113291,-0.406944513
[C-]#[N+]CN,0.373056676,-0.115079241,-0.488135917
C(=O)(C(=O)O)NN=O,0.36614399,0.006780718,-0.359363272
C=C([N+](=O)[O-])[N+](=O)[O-],0.4001704,0.043108865,-0.357061535
C(=N)OO,0.37544909,-0.106222985,-0.481672075
COOC=N,0.369606182,-0.092610904,-0.462217086
CNOC=N,0.359946663,-0.125515253,-0.485461916
CC(=C(C#N)C#N)[N+]#[C-],0.37630039,0.050445897,-0.325854493
C=NC(=O)C#N,0.391154989,0.015213263,-0.375941726
C=C(NNO)O,0.293050113,-0.120732582,-0.413782695
C#CN(N)N,0.311054245,-0.125916359,-0.436970604
C#CC#CC#CN=C=N,0.2950169,0.001194462,-0.293822438
[C-]#[N+]C=C(C#N)C#N,0.392836733,0.058861716,-0.333975017
C=NC#C,0.339321546,-0.035177829,-0.374499375
[C-]#[N+]C=O,0.420729814,-0.007833097,-0.428562911
CC(N)[N+]#[C-],0.366061712,-0.117721319,-0.483783031
CN(C#C)O,0.312838847,-0.108186252,-0.421025099
C(=N)=NN,0.330522592,-0.094184388,-0.42470698
C(#N)N(C(=N)N)N,0.334684223,-0.095763167,-0.43044739
C(=NNN)=O,0.35408128,-0.07144434,-0.42552562
C=CN=C=N,0.327913806,-0.059250614,-0.38716442
CC=NC#N,0.377884638,-0.018104078,-0.395988716
CCC=NC#N,0.370664922,-0.015228489,-0.385893411
C=CC(=O)OOC=O,0.380303065,-0.020978782,-0.401281847
CN=NCN=[N+]=[N-],0.32700634,-0.040834424,-0.367840764
C(#N)C(=O)NC(=O)O,0.418390189,0.021647781,-0.396742408
C=C=NC=O,0.336958147,-0.045709,-0.382667147
C(C=NC#N)C#N,0.394203051,0.015520283,-0.378682768
COC(C=O)O,0.368329427,-0.051265208,-0.419594635
CCOO[N+](=O)[O-],0.389204092,-0.033529962,-0.422734054
C(C#N)N=NCC#N,0.372572497,0.000960958,-0.371611539
C(=O)C(C#N)C(=O)O,0.381719661,-0.025539887,-0.407259548
C(=O)(O[N+](=O)[O-])O[N+](=O)[O-],0.435129635,0.033386021,-0.401743614
C(C#[N+][O-])C#[N+][O-],0.349378906,-0.061390322,-0.410769228
C=CN=NN,0.320122483,-0.050460956,-0.370583439
C(N)NC=O,0.332575891,-0.114405744,-0.446981635
C(=O)(NO)OC(=O)O,0.372282382,-0.075272929,-0.447555311
C(=O)(N(C(=O)O)N=N)O,0.380530452,-0.005640378,-0.38617083
COC(=O)C=C=C=O,0.335246718,0.032022925,-0.303223793
C(C(=O)C#N)O,0.407150978,0.012675386,-0.394475592
C(#N)N(C(=O)O)C(=O)O,0.403849814,-0.039029475,-0.442879289
CC(=O)COO,0.337648239,-0.071992003,-0.409640242
C(CO)C=N,0.345100312,-0.083336559,-0.428436871
C(=O)ONO,0.386884566,-0.090995784,-0.47788035
CC(=C=O)C(=O)C=O,0.340948573,0.015822683,-0.32512589
CC(=O)ONC=O,0.352371919,-0.06548447,-0.417856389
C(#N)C(O)(O)O,0.41797216,-0.101337548,-0.519309708
CNC(=O)N=C=O,0.358263342,-0.080835195,-0.439098537
CC(=C)C=[N+]=[N-],0.282119362,-0.035293164,-0.317412526
CC(C=N)O,0.360101678,-0.081013549,-0.441115227
C(=O)OOC=O,0.410952813,-0.057003222,-0.467956035
C(=N)(C(=O)N)N,0.332494125,-0.069357317,-0.401851442
C(C#N)C(=[N+]=[N-])C#N,0.351476861,0.020141028,-0.331335833
C(#N)[N+](=[N-])C#N,0.380507269,0.056608286,-0.323898983
C(=O)C(=O)N=O,0.352132204,0.049243266,-0.302888938
C(C(=O)N)NC#N,0.341460226,-0.084929135,-0.426389361
C(C=C(O)O)O,0.297680499,-0.118390846,-0.416071345
C(NN)ON,0.331346209,-0.140317453,-0.471663662
C(=O)(C(=O)N=[N+]=[N-])N,0.379636494,-0.001096631,-0.380733125
C(C(=O)NN=O)N,0.344410828,-0.00483498,-0.349245808
COCC(=O)C#N,0.368249207,0.004382166,-0.363867041
C(=O)NC(=O)O,0.397828289,-0.064258027,-0.462086316
C=CC(=NC#N)C=O,0.367601713,0.058909782,-0.308691931
C(C(=O)N)N=C=O,0.357529826,-0.10104455,-0.458574376
N[N+](=[N-])N,0.312055117,-0.096740634,-0.408795751
C(=O)C(C#N)C(=O)N,0.363068416,-0.012499068,-0.375567484
C=NOCC(=O)O,0.356811619,-0.064351103,-0.421162722
C(=O)O[N+](=O)[O-],0.426068696,-0.009308978,-0.435377674
C(=O)(C(=O)OON)O,0.354814859,0.039899681,-0.314915178
C(=O)(N)[N+](=O)[O-],0.392708648,-0.003742141,-0.396450789
C(=C(O)O)(N)N,0.266844634,-0.139337867,-0.406182501
C(=O)(ON)OO,0.387024375,-0.070811869,-0.457836244
NNN(N)N,0.326095439,-0.135900078,-0.461995517
COC(=N)C(=O)O,0.372660389,-0.033129434,-0.405789823
CCC(=O)N=O,0.337919289,0.018673659,-0.31924563
CC(=O)NN=C,0.337332517,-0.057149548,-0.394482065
C(C#N)C(=O)ON,0.38307091,-0.067473484,-0.450544394
C(=O)(N)N(N)O,0.327214891,-0.114777123,-0.441992014
NON=O,0.391364626,-0.024563274,-0.4159279
C(=NO)=O,0.373907568,-0.050772588,-0.424680156
C(C=O)N=O,0.343882402,0.005844179,-0.338038223
NNNN=O,0.342081303,-0.051741047,-0.39382235
C(C(=O)O)([N+](=O)[O-])[N+](=O)[O-],0.413428093,0.050102146,-0.363325947
CN(C=O)C#N,0.372932556,-0.064747308,-0.437679864
C(=NO)(C(=O)O)C(=O)O,0.378541265,0.021232961,-0.357308304
C=COC(=O)C(=O)O,0.361679927,-0.002776691,-0.364456618
C=CC(=O)N=O,0.336530719,0.018972696,-0.317558023
C(#N)C(C(=O)O)[N+](=O)[O-],0.408165523,0.005200981,-0.402964542
[C-]#[N+]CC(=O)NN,0.362448383,-0.084369258,-0.446817641
C(=NC#N)C(=C=N)C#N,0.353492868,0.032368519,-0.321124349
C=NON,0.364376127,-0.1068306,-0.471206727
C(=O)NNC(=O)N,0.324516567,-0.09307396,-0.417590527
CC(=O)C(=O)NO,0.346061925,-0.014263142,-0.360325067
C=C(C#N)O,0.358201358,-0.048579872,-0.40678123
C(#N)OC(=O)O,0.429523803,-0.076150836,-0.505674639
C(=N)(N)OC(=O)N,0.331432136,-0.103724102,-0.435156238
C(=NC(N=C=O)N=C=O)=O,0.38017216,-0.025397339,-0.405569499
C=C(C(=O)ON)O,0.331108663,-0.035342455,-0.366451118
C(=O)(N)NNO,0.353386372,-0.124602568,-0.47798894
C(C=O)NC(=O)O,0.35682555,-0.057747159,-0.414572709
C(=N)(N)N=O,0.347258391,0.01390307,-0.333355321
C(C(=O)OO)OO,0.381195839,-0.06677567,-0.447971509
C(=O)([N+](=[N-])C(=O)O)O,0.372607351,-0.000779364,-0.373386715
C(C(=O)O)N=C=O,0.380267398,-0.084785406,-0.465052804
C#CCNC(=O)O,0.34596695,-0.105479033,-0.451445983
C(=O)(O)O[N+](=[N-])OC(=O)O,0.400436334,-0.063589837,-0.464026171
C#COC#C,0.344381705,-0.128947904,-0.473329609
C(=O)(O)ONOC(=O)O,0.38928543,-0.082519952,-0.471805382
C=CC(=O)OC#C,0.350033177,-0.011785646,-0.361818823
C(=NC=O)N,0.357613107,-0.047429945,-0.405043052
C(=O)(N=O)O,0.365842325,0.003821203,-0.362021122
C(=O)(O)O[N+](=O)[O-],0.428448229,-0.01053211,-0.438980339
C(=NN=C=O)=NN=C=O,0.35120796,-0.016603725,-0.367811685
C=NC(=N)N,0.329201062,-0.053486574,-0.382687636
C(ON=O)ON=O,0.39002011,0.013154746,-0.376865364
C(C=O)C(=N)C=O,0.353096395,0.007268593,-0.345827802
C(C#N)N=NC(=O)N,0.332512882,0.005234091,-0.327278791
C(=O)OOOOC=O,0.397148468,-0.024661979,-0.421810447
C(C#N)OC(=O)N,0.390643774,-0.086112856,-0.47675663
C=COCO,0.32821881,-0.122263051,-0.450481861
C(=[N+]=[N-])C(C#N)C#N,0.35167349,0.003855846,-0.347817644
C=CCOC#C,0.326598503,-0.101030728,-0.427629231
C#COC(=O)O,0.370979778,-0.098189832,-0.46916961
C=COOC(=O)O,0.346513573,-0.068881135,-0.415394708
C(=O)(N(C(=O)O)N)O,0.39576315,-0.07419059,-0.46995374
C=CC(O)(O)O,0.362200121,-0.095426663,-0.457626784
C(=O)C(=O)ON,0.369142558,0.000434934,-0.368707624
C(C#N)C(=N)N,0.354378161,-0.090372464,-0.444750625
CC([N+](=O)[O-])O,0.388523101,-0.028801519,-0.41732462
COOC(=O)C(=O)O,0.374176862,-0.01687377,-0.391050632
C=C(C=O)N,0.314839439,-0.037485222,-0.352324661
CC(=O)NC#C,0.330771594,-0.084618745,-0.415390339
CC(=O)OC[N+]#[C-],0.383447622,-0.073581417,-0.457029039
C(C=O)N=CC=O,0.347062244,0.007383911,-0.339678333
C=NCN,0.330995028,-0.097024598,-0.428019626
C(=NNO)=O,0.351221676,-0.074304841,-0.425526517
C=NC(=O)N=C,0.345656619,-0.029628223,-0.375284842
C(N=C=O)O,0.383344835,-0.109231845,-0.49257668
C=NON=C,0.35157806,-0.052460842,-0.404038902
C(C(O)OO)O,0.370860524,-0.103706365,-0.474566889
C(#N)C(C(=O)O)C(=O)O,0.387434161,-0.047702983,-0.435137144
C(=O)(NN)ON,0.355308482,-0.127850269,-0.483158751
C=CNO,0.311257088,-0.111580194,-0.422837282
C(C=O)OC(=O)N,0.352534735,-0.065802994,-0.418337729
C=COC#N,0.37180805,-0.077891923,-0.449699973
COC(=O)OC(=O)O,0.414586427,-0.067555061,-0.482141488
C=COCC#N,0.345816961,-0.089603888,-0.435420849
CC(N)(O)O,0.354582967,-0.137599601,-0.492182568
CC#CCC=O,0.331887319,-0.066060066,-0.397947385
C(C(=O)ON)O,0.361826147,-0.087844495,-0.449670642
C(C(=O)NC#N)N,0.355972372,-0.060429203,-0.416401575
