SMILE,IP,EA,HomoLumoGap
C(=O)(N(N=[N+]=N)[N+](=O)[O-])[O-],0.359682539,0.019131952,-0.340550587
C(=O)(N[N+](=O)[O-])ON=[N+]=[N-],0.384574784,0.021712759,-0.362862025
C(=N)([N+](=O)[O-])[N+](=O)[O-],0.418471699,0.050295483,-0.368176216
C=CC(N=C=O)O,0.363306565,-0.075071617,-0.438378182
[C-]#[N+]C(CO)(O)O,0.384141438,-0.092423239,-0.476564677
C(#N)N(C#N)C(=O)C(=O)N,0.379065176,0.026896696,-0.35216848
C(#N)NC(=O)C(=O)NC#N,0.395364652,0.037500544,-0.357864108
C(#N)N(C(=O)O)N=O,0.389408292,0.031472359,-0.357935933
C(=O)(NN=O)ON=O,0.360182041,0.043633145,-0.316548896
C(=O)NNNC=O,0.343824716,-0.081290624,-0.42511534
CC(=O)OOC(=O)N=O,0.360707317,0.035399616,-0.325307701
C(#N)NOC(=O)ONC#N,0.389498228,0.004051328,-0.3854469
CC(=O)OC#CO,0.334589835,-0.076994865,-0.4115847
C=C(C(=O)OO)O,0.345899795,-0.022326274,-0.368226069
C=C(N=C=O)[N+](=C=O)[O-],0.365320212,0.062611858,-0.302708354
C(#N)C(N)NN=O,0.351064461,-0.031447344,-0.382511805
C(=NOC(=O)N)C#N,0.377232164,-0.007973456,-0.38520562
C(=O)C(C#N)NC=O,0.373320305,-0.019879946,-0.393200251
CC#COOOO,0.314013756,0.05333193,-0.260681826
C(O)(O)(OO)OO,0.390442768,-0.092540931,-0.482983699
C(=N)N=C(N)[N+](=O)[O-],0.354380061,0.018150096,-0.336229965
COC(=O)C(=O)N=O,0.348318888,0.039743979,-0.308574909
C(#N)N=C(N)NO,0.329234542,-0.068989101,-0.398223643
C=C(C(=O)N=O)O,0.345487638,0.03271927,-0.312768368
C=COOOOO,0.335782304,-0.061564485,-0.397346789
C(OO)(OO)OO,0.393854745,-0.073586042,-0.467440787
C=COOOOOO,0.343236478,-0.050497527,-0.393734005
C(#N)C(=C(O)O)C#N,0.346294869,-0.026287403,-0.372582272
C=C(C(=O)C(=O)O)O,0.3460063,0.033992734,-0.312013566
C#COOOOOO,0.314369079,0.057653236,-0.256715843
C#CC#CCO[N+](=O)[O-],0.348014774,-0.013208114,-0.361222888
C(O)OOOOOO,0.38255792,-0.059360789,-0.441918709
C(C(=O)N=O)C(=O)N=O,0.340539746,0.07566211,-0.264877636
C(C(C#N)N=O)N=O,0.349068357,0.034298024,-0.314770333
C(OOO)OOO,0.380079409,-0.079633968,-0.459713377
C(OOO)OOOO,0.384062127,-0.065538754,-0.449600881
C(C=C(C#N)C#N)O,0.37542677,0.015615209,-0.359811561
C(#CN=[N+]=[N-])N=NOO,0.331572042,0.014896872,-0.31667517
C([N+](=O)[O-])O[N+](=O)[O-],0.41555453,0.004275016,-0.411279514
C(=O)C(=C(C#N)C#N)C=O,0.371296154,0.095962842,-0.275333312
C=C=NC(=O)N=C=C,0.313531992,-0.01686986,-0.330401852
C(=C=CN=C=O)N=C=O,0.336898468,-0.037246669,-0.374145137
COC(=O)C#CO,0.359615422,-0.06825945,-0.427874872
CN=C(N)[N+](=O)[O-],0.356787476,-0.006681998,-0.363469474
C(CN=O)N=[N+]=[N-],0.32492246,-0.007298612,-0.332221072
CC(=O)N=NN=N,0.330509202,0.019392408,-0.311116794
C(CO)C(=O)N=O,0.340858446,0.035615318,-0.305243128
CC(=O)C(N=O)N=O,0.328412846,0.04837394,-0.280038906
COCC(=O)N=O,0.330073527,0.005233764,-0.324839763
C(#N)OC(N=C=O)N=C=O,0.39637635,-0.02717971,-0.42355606
C=NNN=NN=O,0.314585579,0.016155549,-0.29843003
C=C=C=C=C=C=C=C=[N+]=[N-],0.268956926,0.0741367,-0.194820226
C=C=C=C=C=C=[N+]=[N-],0.282928315,0.057533134,-0.225395181
C(=O)C(=N)C#N,0.39545903,0.034986183,-0.360472847
C#CC(CN=O)N=O,0.322532139,0.016578194,-0.305953945
C(C(=O)C(=O)N)N=O,0.327564652,0.010640135,-0.316924517
C(=O)(NN)N=NN,0.316617794,-0.031407331,-0.348025125
C(C(N=[N+]=[N-])O)O,0.358029419,-0.063035418,-0.421064837
C(=N)N(C(=O)O)N,0.350172499,-0.079504195,-0.429676694
C(O)OC(=O)ON,0.374190023,-0.111004906,-0.485194929
C(O)OC(=O)C=O,0.369855032,0.002593204,-0.367261828
CN=NOC(=O)N,0.350370561,-0.052457632,-0.402828193
C(CON=O)[N+](=O)[O-],0.381942223,0.010217862,-0.371724361
CON=NN=NN,0.327686241,-0.020603187,-0.348289428
C=C=C=NC=C=C=N,0.29948144,0.037668733,-0.261812707
CON=NN=NN=N,0.359264766,-0.004016693,-0.363281459
C(=O)(N)ON=[N+]=[N-],0.362796381,-0.020480616,-0.383276997
C(N=[N+]=[N-])(N=[N+]=[N-])(N=[N+]=[N-])O,0.357231848,-0.003069574,-0.360301422
C(=CC#CC=O)C=O,0.349608505,0.0482043,-0.301404205
COOOC=C,0.333784632,-0.086855776,-0.420640408
C(C(=O)O)N=NN,0.339782761,-0.066412222,-0.406194983
C(#N)C(C#N)(C#N)O,0.457854034,0.006191025,-0.451663009
C(C#N)C(C#N)(C#N)O,0.436082487,-0.024265632,-0.460348119
C(C(C#N)(C#N)C#N)O,0.419068209,-0.030595718,-0.449663927
C(C(C#N)(C#N)O)O,0.406523179,-0.043564057,-0.450087236
CN=[N+](N)[O-],0.348035476,-0.064498449,-0.412533925
C(=NC=N)C(=O)O,0.349118004,0.013725267,-0.335392737
COC(=O)O[N+](=O)[O-],0.416112869,-0.014110707,-0.430223576
C(=C=O)OOC=C=O,0.348212034,0.048471271,-0.299740763
CC(=O)OOC#N,0.40316556,0.010403294,-0.392762266
C(N)NC(=O)O,0.337980688,-0.132403854,-0.470384542
C(C(=O)O)(NO)O,0.356901668,-0.087180145,-0.444081813
C(=NO)(N=[N+]=[N-])N=[N+]=[N-],0.323307738,-0.015487815,-0.338795553
C=CC(=O)OOO,0.381635485,-0.015284264,-0.396919749
C(C=C=O)OON=O,0.340245636,-0.005511152,-0.345756788
C(CN=O)C(=O)N=O,0.317181421,0.035314926,-0.281866495
CC(=O)C(=O)ON=[N+]=[N-],0.353580569,0.01722842,-0.336352149
C(C(=O)C(=O)[O-])N=[N+]=N,0.310756479,0.01085657,-0.299899909
C(C(=O)C#N)N=[N+]=[N-],0.370398176,0.016985262,-0.353412914
C(=NN=N)=O,0.387876443,-0.028457965,-0.416334408
C(=NC(O)(O)O)=O,0.385533355,-0.094285189,-0.479818544
CC(=N)N=N,0.347168014,-0.016140455,-0.363308469
CC(OO)OO,0.372903123,-0.10336105,-0.476264173
C(#N)C(N)(N)N,0.352759233,-0.116689697,-0.46944893
[C-]#[N+]C(=N)C(C#N)N,0.37939401,-0.003671741,-0.383065751
C(=NC=N)C(=O)N,0.336851052,-0.011732057,-0.348583109
C(#N)C(C(C#N)N=O)N=O,0.366347282,0.060654158,-0.305693124
C(#N)C(C#N)N=N,0.385813273,0.00067156,-0.385141713
C=C=C=C=CC#C,0.29737493,-0.004566086,-0.301941016
CC(=N)CN=O,0.329356325,-0.001509741,-0.330866066
C#CCN(C=O)O,0.3420701,-0.0882021,-0.4302722
C(N)(N)[N+](=O)[O-],0.349013839,-0.043671785,-0.392685624
C=CC(=NN=O)N=O,0.348992292,-0.001382145,-0.350374437
COC(=O)N=N,0.364093306,-0.005405954,-0.36949926
C(=O)(O)ON=N,0.415808703,-0.076475789,-0.492284492
CNOC(=O)O,0.366367818,-0.126521457,-0.492889275
C#CN(C(=O)N)N=O,0.35549299,0.000424153,-0.355068837
C(=NN)OC=O,0.332879446,-0.06759456,-0.400474006
C(C=O)C(=O)N=N,0.347924122,0.013496968,-0.334427154
C(=O)(NN)OO,0.37073803,-0.096323022,-0.467061052
CNC(=O)N=N,0.345341184,-0.019561936,-0.36490312
C(=O)OC(=O)NC(=O)O,0.399441643,-0.012109616,-0.411551259
CC#CC#CC=[N+]=[N-],0.274674075,-0.012447545,-0.28712162
C(=O)OC(=O)C#N,0.411627585,0.01822306,-0.393404525
C(=N)C(=O)ONC=O,0.365001526,0.007045363,-0.357956163
CN=NC(C#N)C#N,0.369293541,-0.000656649,-0.36995019
CC(=O)C(=N)C=O,0.344809883,0.025986587,-0.318823296
C=CN=CN=C,0.301169265,-0.044349332,-0.345518597
C(=NC#N)NO,0.339981383,-0.05097985,-0.390961233
C(=N[N+](=O)[O-])N=O,0.343934427,0.009443118,-0.334491309
C(C(=O)O)(N)N=[N+]=[N-],0.345805121,-0.043936713,-0.389741834
C#CC=C=CC#C,0.320716235,-0.04089613,-0.361612365
C(=NOC#N)C(=O)N,0.381135269,0.006207634,-0.374927635
C=C(N=O)N=O,0.272266233,0.052890695,-0.219375538
CC(=O)N(C=O)O,0.354984953,-0.035278792,-0.390263745
C(=NC=O)OC(=O)N,0.351633323,-0.051120693,-0.402754016
C(=C[N+]#N)N=[N-],0.269478655,-0.017136197,-0.286614852
C(=C=O)C(=O)C=O,0.356119504,0.015963894,-0.34015561
C(CN=O)C=O,0.334883877,-0.017293927,-0.352177804
C(NC=O)OC=O,0.363083634,-0.075719034,-0.438802668
C(C#N)C(N)O,0.364430001,-0.102437016,-0.466867017
C=CC=NN=C,0.314435328,-0.023374075,-0.337809403
CC(=O)N[N+]#[C-],0.371167613,-0.068961285,-0.440128898
C(=O)C(=O)N=[N+]=[N-],0.374541659,0.026795081,-0.347746578
C(=O)(NNN=O)O,0.339876509,-0.048069739,-0.387946248
C(CO[N+](=O)[O-])N=O,0.350934968,0.008168127,-0.342766841
C(=NN)(N)N=N,0.280900718,-0.019884399,-0.300785117
C#COCO,0.342101648,-0.132000766,-0.474102414
C(=N)C(=N)C(=O)N,0.354740082,-0.001923184,-0.356663266
C(C#N)C(=C=N)C#N,0.3512023,-0.023330932,-0.374533232
C(O)ONN=O,0.358585233,-0.031667613,-0.390252846
CC(=O)C(C#N)[N+]#[C-],0.381146172,-0.013969805,-0.395115977
CC(=O)N=NN,0.327734248,-0.019302313,-0.347036561
C(#COC(=O)O)OC(=O)O,0.357824284,-0.079646963,-0.437471247
C(=N)C(=O)C=O,0.351790285,0.040391715,-0.31139857
C=CN(C=O)C#C,0.312325488,-0.057758031,-0.370083519
C(=N)(C(=O)N)C(=O)O,0.371116362,0.014276516,-0.356839846
C(=N)N(C=N)N,0.324835792,-0.078015241,-0.402851033
C(=COO)C(=O)OO,0.339905295,-0.037795587,-0.377700882
C(N=O)OCN=O,0.319566265,0.016258492,-0.303307773
C(=CC(=O)C=O)C=O,0.348944808,0.058135926,-0.290808882
CC(=C=C=C)C#N,0.32788932,0.011470338,-0.316418982
C=C(C=O)C(=O)OO,0.364958634,0.023219537,-0.341739097
C#CC(=O)N=[N+]=[N-],0.377835578,0.002938793,-0.374896785
C(=O)C(C#N)C(=O)C=O,0.368437447,0.044543128,-0.323894319
[C-]#[N+]OO,0.426316026,-0.040357511,-0.466673537
C(=O)C(=[N+]=[N-])C(=O)O,0.358653039,0.002233669,-0.35641937
C#CNCC(=O)O,0.310179957,-0.091433198,-0.401613155
C(C(C#N)(O)O)O,0.391274214,-0.084473273,-0.475747487
C(=O)(N)NC(=O)N=O,0.328338936,0.00303341,-0.325305526
CC=N[N+](=O)[O-],0.393434725,-0.035867574,-0.429302299
CC(N=N)N=N,0.316236476,-0.02052903,-0.336765506
CCN=CC#N,0.378994962,-0.016037036,-0.395031998
CN=CC=N,0.353047989,-0.026468035,-0.379516024
[C-]#[N+]C(C=O)C#N,0.400379225,-0.003459408,-0.403838633
C=C=C=CC#C,0.30478622,-0.004079852,-0.308866072
C=C=C=CCO,0.316063204,-0.031245417,-0.347308621
CN=NN=NC,0.324324276,-0.039425777,-0.363750053
C(=O)C(N)[N+](=O)[O-],0.364526479,-0.007625551,-0.37215203
C=C=C=C=C=C=N,0.282856321,0.020898402,-0.261957919
CC=NC#C,0.324505247,-0.042970262,-0.367475509
C#CC(=O)C=O,0.365023602,0.028340204,-0.336683398
C(CN=N)N,0.321848278,-0.052677884,-0.374526162
CC(C=O)[N+]#[C-],0.375513708,-0.042443384,-0.417957092
C(=NNC#N)N,0.319013991,-0.097204205,-0.416218196
C=C=CC[N+](=O)[O-],0.354272987,-0.029264968,-0.383537955
[C-]#[N+]CC=NC#N,0.389007612,0.014352861,-0.374654751
[C-]#[N+]C(C#N)N=O,0.381966533,0.042858406,-0.339108127
C(OC=O)OOO,0.382785315,-0.059541071,-0.442326386
C=CN=NON,0.336240382,-0.016067871,-0.352308253
CC(=C)OC#C,0.317785895,-0.098694843,-0.416480738
CON=NOC,0.350269317,-0.076907742,-0.427177059
C#CC(N)O,0.34523518,-0.112609744,-0.457844924
C(C(C#N)N=O)N=N,0.343775905,0.036480242,-0.307295663
CC(=[N+]=[N-])C#CC#C,0.277703286,-0.008602529,-0.286305815
CC(=NN=C)C#N,0.350002653,-0.011235191,-0.361237844
C=C=CN[N+](=O)[O-],0.328513099,-0.028881331,-0.35739443
C#COC(=O)N,0.349761726,-0.117636702,-0.467398428
C(=O)(C(=O)O[N+](=O)[O-])O,0.391418326,0.01228254,-0.379135786
CC(=NC#N)NO,0.328639196,-0.045814142,-0.374453338
C(=O)NC(=O)OC=O,0.378559109,-0.015497234,-0.394056343
CC#CN(C=O)O,0.313785993,-0.075742385,-0.389528378
CC(C=N)N=O,0.329717742,0.001919577,-0.327798165
C(=O)(C(=O)[N+](=O)[O-])C(=O)[N+](=O)[O-],0.390934064,0.098973159,-0.291960905
CN(C=C)O,0.296001774,-0.112095472,-0.408097246
[C-]#[N+]C(=O)NC#N,0.408831739,-9.1303E-05,-0.408923042
CN=NC=C,0.321624122,-0.02818787,-0.349811992
C(=N)C(O)(O)O,0.376940897,-0.077115785,-0.454056682
C=NON=O,0.392706026,-0.008326286,-0.401032312
CN(C=O)C#C,0.325355833,-0.085150414,-0.410506247
[C-]#[N+]CC=N,0.381550747,-0.077259172,-0.458809919
C=NNC=NN,0.271777293,-0.075071822,-0.346849115
C=CN=CON,0.307970535,-0.062967599,-0.370938134
CN=NC#N,0.378551946,0.016177569,-0.362374377
C(=O)C#CC(O)O,0.365269681,-0.014029072,-0.379298753
CN=NN=CN,0.30199408,-0.048672403,-0.350666483
COOON=O,0.380459831,-0.00810865,-0.388568481
C=C(OO)OO,0.338827519,-0.062871739,-0.401699258
C(N)(O)ON,0.344356426,-0.131718145,-0.476074571
CC=NN=O,0.340396014,-0.026680005,-0.367076019
CC(=O)C=C=C=O,0.32799675,0.044797345,-0.283199405
C#CC=C(C#C)C#C,0.298319292,0.001195275,-0.297124017
C(=NN=[N+]=[N-])=O,0.352311109,-0.013281389,-0.365592498
C(C#N)C(C#N)N=N,0.375271563,-0.009644586,-0.384916149
C=CN=C=C=O,0.315513538,0.02660098,-0.288912558
CC#CNC=O,0.318246365,-0.087452159,-0.405698524
C(=O)ON=NOC=O,0.381930434,-0.004947111,-0.386877545
CC(C=N)[N+]#[C-],0.372967444,-0.072179325,-0.445146769
C(N=O)OC(=O)O,0.351861203,-0.014738466,-0.366599669
C=CC(=O)C=C=O,0.351851612,-0.019094072,-0.370945684
C#CC(O)(O)O,0.371009373,-0.118471002,-0.489480375
C(=[N+]=[N-])NO,0.317364136,-0.03874537,-0.356109506
C(=C=O)OC#COC=C=O,0.298156752,0.007777957,-0.290378795
C(NN)OC=O,0.338751184,-0.097090797,-0.435841981
C(=NONC(=O)ON)=O,0.369273426,-0.007375196,-0.376648622
C(CN=N)C#N,0.360530673,-0.033299248,-0.393829921
C(=[N+]=[N-])C(=O)O[N+](=O)[O-],0.359008135,0.017236478,-0.341771657
C(=NO)N(C#N)O,0.322564787,-0.061527572,-0.384092359
C(=O)C(N)N,0.338096031,-0.066096518,-0.404192549
COC#CCO,0.326165486,-0.132174873,-0.458340359
C=CC=NC#C,0.318008488,-0.004152627,-0.322161115
C(C(=O)N=N)C(=O)O,0.353029832,0.01063361,-0.342396222
C#CC#CC#CC=O,0.334116723,0.033862673,-0.30025405
C(CO)C#[N+][O-],0.345429038,-0.100320411,-0.445749449
[C-]#[N+]C#CC#CC#N,0.366098638,0.042069299,-0.324029339
CN=NNN=C,0.31302089,-0.038887809,-0.351908699
C(N(C#N)C#N)O,0.378493954,-0.056716823,-0.435210777
C=CC=C=C=C=C=O,0.282254977,0.050379532,-0.231875445
[C](N)N,0.298248103,-0.161632958,-0.459881061
C(=[C+]C=NO)N[O-],0.286772222,0.049709898,-0.237062324
C([N+](=O)[O-])OC#N,0.408539916,-0.007033311,-0.415573227
C(=C(N=O)N=O)[N+](=O)[O-],0.337675416,0.053138557,-0.284536859
C(#N)C(NN=O)[N+](=O)[O-],0.384468844,0.020124016,-0.364344828
C(=O)C(N)(O)O,0.351823986,-0.064291361,-0.416115347
C[O+](C)[O-],0.308758715,-0.128464383,-0.437223098
C(N)(N)OO,0.346599388,-0.129463243,-0.476062631
C(=N)C=[N+]=[N-],0.325017644,-0.02071931,-0.345736954
[C+]#CC=C=[N-],0.394016141,0.088854984,-0.305161157
C#C[C+]=C=[N-],0.306470112,0.084734301,-0.221735811
C#[N+]C=C[O-],0.318192898,-0.019316098,-0.337508996
C#[N+]C(=C[O-])C(=O)O,0.325349137,0.000858786,-0.324490351
COC(=[C])OC,0.304971701,0.011901698,-0.293070003
C=C=C(C#C)C#C,0.307529665,-0.030255216,-0.337784881
[C-]#CCC#CC#[C+],0.330742309,0.081527271,-0.249215038
CC(C)[N],0.352349178,-0.104454847,-0.456804025
C=CC=[C],0.342008895,-0.006813071,-0.348821966
C(=O)N(N(C=O)O)O,0.361006003,-0.041345462,-0.402351465
CC(C#C)(O)O,0.362603831,-0.122322996,-0.484926827
C=C=NC#C,0.320702835,-0.037455394,-0.358158229
[C]=CC=O,0.383539741,0.027137323,-0.356402418
CC(=[C])C=O,0.373451573,0.022895152,-0.350556421
CC(=O)C=[C],0.368101863,0.021156377,-0.346945486
CC(=[C])C(=O)C,0.358485947,0.017275947,-0.34121
CCC(=O)C=[C],0.362667629,0.020795105,-0.341872524
C=CC(=O)C=[C],0.363254318,0.027021444,-0.336232874
C#[N+]C=C=[N-],0.3253106,-0.022639144,-0.347949744
COC(=O)C=[C],0.388105711,0.014061108,-0.374044603
C(=N)C(O)O,0.378257824,-0.073613319,-0.451871143
C(=O)N=C=N,0.373498364,-0.034578468,-0.408076832
C#CC#C[C+]=C=[N-],0.286596871,0.097725256,-0.188871615
C(=O)C#CC#CN,0.307239961,-0.016574445,-0.323814406
C(=O)C#CC#CC#CC=O,0.342533249,0.052940709,-0.28959254
C(#CC#CN)C#CN,0.261275429,-0.057349348,-0.318624777
C#C[C+]=C[O-],0.322682265,0.060002802,-0.262679463
[C-](=O)OC#[O+],0.422769475,-0.005236195,-0.42800567
C(#[O+])C(=O)[O-],0.470176626,-0.086602392,-0.556779018
C=C=[O+][O-],0.336984999,-0.018993372,-0.355978371
[C]=CO,0.366369122,-0.002026187,-0.368395309
C(=NC#N)C=NC#N,0.384700572,0.086202558,-0.298498014
C#CC#CC(=O)C#C,0.344063036,0.028470199,-0.315592837
C#CC(=C=C=O)C#C,0.316677156,0.04443366,-0.272243496
C#CC#CC#CC#CO,0.287510827,-0.000831035,-0.288341862
C#CC#CC#COC#C,0.304803104,-0.017328336,-0.32213144
C#CC#CC(=C=O)C#C,0.29114143,0.002719399,-0.288422031
C#CC#COC#CC#C,0.30826233,-0.036497892,-0.344760222
C=CN(O)O,0.327052812,-0.092824572,-0.419877384
C=C=C=C=N,0.303971411,-0.018997788,-0.322969199
CC(=[O+][O-])C=C,0.300687867,0.005939968,-0.294747899
CC(=C)C=[O+][O-],0.303761858,0.007726773,-0.296035085
C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])O,0.421768903,0.055794198,-0.365974705
C[C]NC,0.273257647,-0.104689031,-0.377946678
C[C+]=C=[N-],0.338929041,0.049795911,-0.28913313
[C]=CCCO,0.355770567,-0.017559804,-0.373330371
C(=C=C=[C+]C#N)=C=C=[N-],0.30508215,0.131959169,-0.173122981
C(=C=C=C=[C+]C#N)=C=C=C=[N-],0.290043381,0.135502373,-0.154541008
C(=C=[C+]C#N)=C=[N-],0.325948548,0.127915993,-0.198032555
C#[N+]N=C[O-],0.347343552,-0.056462997,-0.403806549
C#[N+][N-]C=N,0.337204794,-0.02708479,-0.364289584
C=C[N-][N+]#C,0.302743672,-0.036241135,-0.338984807
C#CC=C=C=CC#C,0.289025444,0.019551906,-0.269473538
CC(=[N])[O],0.369410774,-0.026149303,-0.395560077
C(=O)C(O)OO,0.374290927,-0.044362306,-0.418653233
C[N-][N+]#C,0.322867691,-0.074234899,-0.39710259
C#[N+][N-]N,0.306899883,-0.081337791,-0.388237674
C#[N+]N[O-],0.30898293,-0.023253613,-0.332236543
C[C-]=[N+]=NC,0.293350639,-0.083662432,-0.377013071
[C+](=N)[N-]NN,0.327950659,-0.09022198,-0.418172639
[C+](=O)NN[O-],0.371267496,-0.007766496,-0.379033992
C(=O)([N])O,0.388300044,0.010449004,-0.37785104
COC(=C[N+]#C)[O-],0.309815229,-0.030798507,-0.340613736
[C-]=CC=[C+],0.365831308,0.02139316,-0.344438148
C#CC(=C(C#N)C#N)C#N,0.373733293,0.083329739,-0.290403554
C=CCC(=O)N=O,0.325076902,0.026056438,-0.299020464
CN[C-]=[O+]C,0.301921724,-0.128457983,-0.430379707
CC(=O)OC(=[N])[O],0.370493784,-0.055982768,-0.426476552
C(=O)NC(N)O,0.343237085,-0.100969271,-0.444206356
C#CN=NC#C,0.347644626,0.032794704,-0.314849922
CN(C)OC#N,0.372241884,-0.069027782,-0.441269666
C(N=C=N)N=C=N,0.342075846,-0.074890512,-0.416966358
C#CCC[N+]#[C-],0.36848371,-0.098270688,-0.466754398
C(NCN=O)N=O,0.301059288,0.011561922,-0.289497366
C(=C([N+](=O)O)[N+](=O)[O-])=[N-],0.39158094,0.067736675,-0.323844265
CN=CNN,0.312097822,-0.124259295,-0.436357117
CC(=[N+]=[N-])C=C,0.277190138,-0.036688502,-0.31387864
C(NNC#N)O,0.360125122,-0.101725579,-0.461850701
C(C(=O)O)(N=[N+]=[N-])N=[N+]=[N-],0.358607599,-0.021722979,-0.380330578
C(CNN=O)C#N,0.348260478,-0.046711531,-0.394972009
CC([O])[O],0.472406005,-0.144104837,-0.616510842
COCOOO,0.363458332,-0.107514892,-0.470973224
CC[C]C,0.288622311,-0.036585722,-0.325208033
C(=[C+]C#N)[O-],0.365659508,0.0802632,-0.285396308
[C+](=N[N-]N)N,0.294311933,-0.052712357,-0.34702429
CO[C-]=[O+]C,0.323067081,-0.105403644,-0.428470725
[C](N)O,0.326711087,-0.13314003,-0.459851117
[C]=CCO,0.374722615,-0.004005342,-0.378727957
C[C+]=C[O-],0.329866029,-0.044043213,-0.373909242
COC=[C],0.348304127,0.001624346,-0.346679781
CC#CC=C=O,0.298382036,-0.044099083,-0.342481119
C(O)(O)OO,0.398624679,-0.108279179,-0.506903858
C=CC[O+]=[C-]O,0.318187094,-0.064241003,-0.382428097
C#CC#CCC#N,0.349736855,-0.042088068,-0.391824923
[C-]#C[C+]=N,0.37234181,0.001523588,-0.370818222
CC(C#N)(O)O,0.404296522,-0.105433144,-0.509729666
CC([N+](=O)[O-])(O)O,0.389371278,-0.023710647,-0.413081925
CC(=O)C(=O)N=O,0.337815015,0.037412859,-0.300402156
C=[C+]C#CC#[C-],0.321159172,0.069317066,-0.251842106
C#CC(=O)NN,0.359169486,-0.055130368,-0.414299854
C=C=C=C([C+]=C=C)[O-],0.326214285,0.026399842,-0.299814443
C(=O)C(=NC=O)C=O,0.348977716,0.05696133,-0.292016386
C([O])[O],0.662857128,-0.137403264,-0.800260392
C#CN(C=C=O)C=O,0.297779714,-0.045908898,-0.343688612
C#COC=C=O,0.316014573,-0.016702754,-0.332717327
[C]=CN,0.334516363,-0.0256371,-0.360153463
C(=NC#N)N=C=N,0.35986905,-0.003663056,-0.363532106
[C-]#[N+][C][N+]#[C-],0.375423065,0.079311344,-0.296111721
[C-]#C[C+]=C([N+](=O)[O-])[N+](=O)[O-],0.400300791,0.119184106,-0.281116685
C=C[N+](=C)[O-],0.317166378,-0.034810798,-0.351977176
C(=O)OC(=O)C(C#N)C#N,0.397847612,0.006901382,-0.39094623
C(=O)OC(=C(C#N)C#N)O,0.348936308,0.024301067,-0.324635241
CC(=O)N=C=N,0.354698754,-0.043179641,-0.397878395
C[C]N,0.291751646,-0.109454451,-0.401206097
CON=N,0.393234827,-0.070363129,-0.463597956
[C+](=N[N-]N)O,0.304695637,-0.036934455,-0.341630092
C([C-]=O)C#[O+],0.350071194,0.026628565,-0.323442629
C(C#N)C(=O)NO,0.356606594,-0.075034347,-0.431640941
C(=[C+]N)=[N-],0.340732178,-0.015754136,-0.356486314
C[O+]=[C-]N,0.30693575,-0.131470824,-0.438406574
C=C(C#N)C(=N)N,0.330653112,-0.013782433,-0.344435545
C(=C=N)C=C(C#N)C#N,0.323254959,0.025873617,-0.297381342
[C]=CN=[N+]=[N-],0.345384962,-0.042440594,-0.387825556
C(#N)C(N)O,0.380755608,-0.092863574,-0.473619182
C(#N)C(C#N)(N)O,0.415164525,-0.049248699,-0.464413224
C#CC(=C(C#N)C#N)C#C,0.344022921,0.06051967,-0.283503251
C(CC#[O+])[C-]=O,0.318988129,-0.03836751,-0.357355639
CC#CC(=O)NC#N,0.364893816,-0.020323852,-0.385217668
C#CCC(=O)NC#N,0.359337903,-0.048105672,-0.407443575
CONC(=O)C#C,0.347362593,-0.045515589,-0.392878182
[C-]#[N+]CO,0.402892655,-0.102638667,-0.505531322
CCC#CN=C=O,0.331703659,-0.080805411,-0.41250907
CC#CN=C=O,0.335862748,-0.084594656,-0.420457404
C(OC=O)O[N+](=O)[O-],0.402745918,-0.02164482,-0.424390738
C=CC(=O)NON=O,0.342641308,0.018017756,-0.324623552
C(N=C=O)OC=O,0.384334237,-0.07604734,-0.460381577
C(=O)NC(N=N)O,0.346460232,-0.033784504,-0.380244736
C(=N)C(=C(C#N)C#N)C#N,0.394158047,0.092462791,-0.301695256
C(N=[N+]=[N-])OOO,0.36197077,-0.058755009,-0.420725779
C(#N)C(=NN)C(=O)N=C=O,0.355030104,0.018162891,-0.336867213
C(=O)(NN=O)N=N,0.362316384,0.035012393,-0.327303991
C(C(=O)N=N)N=[N+]=[N-],0.332999526,0.001757222,-0.331242304
C#CC(=O)OCC#N,0.391261919,-0.020618087,-0.411880006
C=C(C(=O)O)N=C=N,0.326849964,-0.021665761,-0.348515725
C=COC(=O)C(=O)C#N,0.37016329,0.052109358,-0.318053932
C(=O)(C(=O)N=N)N,0.334611567,-0.007912007,-0.342523574
C(#N)OC(C(=O)O)N=C=O,0.387329026,-0.022471145,-0.409800171
C([N+](=O)[O-])ON=O,0.396222544,0.013105861,-0.383116683
C(=O)NOC(=O)C(=O)O,0.365800441,0.002758342,-0.363042099
C(C(=O)[O-])N=[N+]=N,0.360069143,-0.042780517,-0.40284966
C(=O)(NN)O[N+](=O)[O-],0.385227644,-0.019484881,-0.404712525
C#CCOC(=O)C=O,0.353464343,-0.001133972,-0.354598315
COC(=O)OC=N,0.394121852,-0.072949909,-0.467071761
C(O)OOOOO,0.39062305,-0.059594148,-0.450217198
C#COCOC(=O)O,0.347762432,-0.108820628,-0.45658306
C=C(C#N)C(=O)OC=O,0.384406959,0.033005581,-0.351401378
COC(=O)NN=O,0.36027364,-0.01849283,-0.37876647
C#CC#CC#COOC=O,0.294534872,0.134067088,-0.160467784
CN=NNC(=O)O,0.352615425,-0.045040381,-0.397655806
CC(=O)N(N)N=O,0.346943465,-0.008368504,-0.355311969
C(=O)(O)OOON,0.372967596,-0.040748763,-0.413716359
